Date,White,Black,White Rating,Black Rating,Average Rating,Tournament,Organizer,Round Number,Result (W-B),Moves Played,,win?,,,winstreaks,total winstreaks,winrate
2023-09-05,PopovKonstantin,NakamuraHikaru,2370,2750,2560,Titled Tue 5th Sep Late,chess.com INT,8,0-1,33,,1,4,,,,
2023-09-05,KollarsDmitrij,NakamuraHikaru,2635,2750,2692,Titled Tue 5th Sep Late,chess.com INT,6,½-½,93,,1,5,,,,
2023-09-05,SouleidisGeorgios,NakamuraHikaru,2424,2750,2587,Titled Tue 5th Sep Early,chess.com INT,1,0-1,32,,1,6,,,,
2023-09-12,NakamuraHikaru,KamskyGata,2750,2658,2704,Titled Tue 12th Sep Late,chess.com INT,7,1-0,85,,1,7,,,,
2023-09-12,NakamuraHikaru,GalchenkoMatvey,2750,2445,2597,Titled Tue 12th Sep Early,chess.com INT,4,1-0,54,,1,8,,,,
2023-09-12,NakamuraHikaru,LendermanAleksandr,2750,2600,2675,Titled Tue 12th Sep Early,chess.com INT,6,½-½,62,,1,9,9,,,
2023-09-12,NakamuraHikaru,AronianLevon,2750,2785,2767,Titled Tue 12th Sep Early,chess.com INT,10,0-1,93,,0,,,,,
2023-09-12,NakamuraHikaru,Ibarra JerezJose Carlos,2750,2570,2660,Titled Tue 12th Sep Early,chess.com INT,8,1-0,36,,1,1,,,,
2023-09-12,NakamuraHikaru,NasutaGrzegorz,2750,2518,2634,Titled Tue 12th Sep Early,chess.com INT,2,1-0,53,,1,2,,,,
2023-09-12,NakamuraHikaru,Escobar ForeroAlder,2750,2510,2630,Titled Tue 12th Sep Late,chess.com INT,4,1-0,40,,1,3,,,,
2023-09-12,NakamuraHikaru,UrazayevArystanbek,2750,2438,2594,Titled Tue 12th Sep Late,chess.com INT,6,1-0,40,,1,4,4,,,
2023-09-12,NakamuraHikaru,SaranaAlexey,2750,2685,2717,Titled Tue 12th Sep Late,chess.com INT,11,0-1,36,,0,,,,,
2023-09-12,DaneshvarBardiya,NakamuraHikaru,2411,2750,2580,Titled Tue 12th Sep Early,chess.com INT,5,1-0,48,,0,,,,,
2023-09-12,NakamuraHikaru,GubajdullinAlexei,2750,2314,2532,Titled Tue 12th Sep Late,chess.com INT,2,1-0,51,,1,1,,,,
2023-09-12,MatlakovMaxim,NakamuraHikaru,2674,2750,2712,Titled Tue 12th Sep Early,chess.com INT,11,1-0,44,,0,,,,,
2023-09-12,YooChristopher Woojin,NakamuraHikaru,2534,2750,2642,Titled Tue 12th Sep Late,chess.com INT,8,½-½,53,,1,1,,,,
2023-09-12,FrolyanovDmitry,NakamuraHikaru,2509,2750,2629,Titled Tue 12th Sep Early,chess.com INT,7,0-1,37,,1,2,2,,,
2023-09-12,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,Titled Tue 12th Sep Late,chess.com INT,10,1-0,58,,0,,,,,
2023-09-12,RastbodAli,NakamuraHikaru,2345,2750,2547,Titled Tue 12th Sep Late,chess.com INT,5,0-1,34,,1,1,,,,
2023-09-12,KhandelwalAnkush,NakamuraHikaru,2228,2750,2489,Titled Tue 12th Sep Late,chess.com INT,1,0-1,35,,1,2,,,,
2023-09-12,HansenEric,NakamuraHikaru,2606,2750,2678,Titled Tue 12th Sep Early,chess.com INT,9,0-1,66,,1,3,,,,
2023-09-12,SanduleacVasile,NakamuraHikaru,2417,2750,2583,Titled Tue 12th Sep Early,chess.com INT,1,0-1,61,,1,4,,,,
2023-09-12,VakhlamovIgor L.,NakamuraHikaru,2413,2750,2581,Titled Tue 12th Sep Early,chess.com INT,3,0-1,33,,1,5,5,,,
2023-09-12,BacrotEtienne,NakamuraHikaru,2635,2750,2692,Titled Tue 12th Sep Late,chess.com INT,3,1-0,40,,0,,,,,
2023-09-12,NakamuraHikaru,KamskyGata,2750,2658,2704,Titled Tue 12th Sep Late,chess.com INT,7,1-0,85,,1,1,,,,
2023-09-12,NakamuraHikaru,GalchenkoMatvey,2750,2445,2597,Titled Tue 12th Sep Early,chess.com INT,4,1-0,54,,1,2,,,,
2023-09-12,NakamuraHikaru,LendermanAleksandr,2750,2600,2675,Titled Tue 12th Sep Early,chess.com INT,6,½-½,62,,1,3,3,,,
2023-09-12,NakamuraHikaru,AronianLevon,2750,2785,2767,Titled Tue 12th Sep Early,chess.com INT,10,0-1,93,,0,,,,,
2023-09-12,NakamuraHikaru,Ibarra JerezJose Carlos,2750,2570,2660,Titled Tue 12th Sep Early,chess.com INT,8,1-0,36,,1,1,,,,
2023-09-12,NakamuraHikaru,NasutaGrzegorz,2750,2518,2634,Titled Tue 12th Sep Early,chess.com INT,2,1-0,53,,1,2,,,,
2023-09-12,NakamuraHikaru,Escobar ForeroAlder,2750,2510,2630,Titled Tue 12th Sep Late,chess.com INT,4,1-0,40,,1,3,,,,
2023-09-12,NakamuraHikaru,UrazayevArystanbek,2750,2438,2594,Titled Tue 12th Sep Late,chess.com INT,6,1-0,40,,1,4,4,,,
2023-09-12,NakamuraHikaru,SaranaAlexey,2750,2685,2717,Titled Tue 12th Sep Late,chess.com INT,11,0-1,36,,0,,,,,
2023-09-12,DaneshvarBardiya,NakamuraHikaru,2411,2750,2580,Titled Tue 12th Sep Early,chess.com INT,5,1-0,48,,0,,,,,
2023-09-12,NakamuraHikaru,GubajdullinAlexei,2750,2314,2532,Titled Tue 12th Sep Late,chess.com INT,2,1-0,51,,1,1,,,,
2023-09-12,MatlakovMaxim,NakamuraHikaru,2674,2750,2712,Titled Tue 12th Sep Early,chess.com INT,11,1-0,44,,0,,,,,
2023-09-12,YooChristopher Woojin,NakamuraHikaru,2534,2750,2642,Titled Tue 12th Sep Late,chess.com INT,8,½-½,53,,1,1,,,,
2023-09-12,FrolyanovDmitry,NakamuraHikaru,2509,2750,2629,Titled Tue 12th Sep Early,chess.com INT,7,0-1,37,,1,2,2,,,
2023-09-12,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,Titled Tue 12th Sep Late,chess.com INT,10,1-0,58,,0,,,,,
2023-09-12,RastbodAli,NakamuraHikaru,2345,2750,2547,Titled Tue 12th Sep Late,chess.com INT,5,0-1,34,,1,1,,,,
2023-09-12,KhandelwalAnkush,NakamuraHikaru,2228,2750,2489,Titled Tue 12th Sep Late,chess.com INT,1,0-1,35,,1,2,,,,
2023-09-12,HansenEric,NakamuraHikaru,2606,2750,2678,Titled Tue 12th Sep Early,chess.com INT,9,0-1,66,,1,3,,,,
2023-09-12,SanduleacVasile,NakamuraHikaru,2417,2750,2583,Titled Tue 12th Sep Early,chess.com INT,1,0-1,61,,1,4,,,,
2023-09-12,VakhlamovIgor L.,NakamuraHikaru,2413,2750,2581,Titled Tue 12th Sep Early,chess.com INT,3,0-1,33,,1,5,5,,,
2023-09-12,BacrotEtienne,NakamuraHikaru,2635,2750,2692,Titled Tue 12th Sep Late,chess.com INT,3,1-0,40,,0,,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.1,0-1,36,,0,,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.17,1-0,24,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.1,½-½,78,,1,2,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.21,1-0,38,,1,3,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.5,1-0,54,,1,4,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.15,1-0,35,,1,5,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.11,1-0,38,,1,6,6,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.7,0-1,70,,0,,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.13,½-½,204,,1,1,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.9,1-0,59,,1,2,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.3,1-0,47,,1,3,3,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.2,1-0,87,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.18,0-1,34,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.22,0-1,38,,1,2,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.24,0-1,38,,1,3,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.23,1-0,36,,1,4,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.26,0-1,44,,1,5,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.25,1-0,36,,1,6,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.2,0-1,42,,1,7,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.4,½-½,112,,1,8,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.14,½-½,70,,1,9,9,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.16,1-0,25,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.12,0-1,50,,1,1,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.19,½-½,48,,1,2,2,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.27,0-1,43,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.6,½-½,57,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.8,½-½,63,,1,2,2,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.1,0-1,36,,0,,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.17,1-0,24,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.1,½-½,78,,1,2,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.21,1-0,38,,1,3,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.5,1-0,54,,1,4,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.15,1-0,35,,1,5,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.11,1-0,38,,1,6,6,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.7,0-1,70,,0,,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.13,½-½,204,,1,1,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.9,1-0,59,,1,2,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.3,1-0,47,,1,3,3,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.2,1-0,87,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.18,0-1,34,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.22,0-1,38,,1,2,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.24,0-1,38,,1,3,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.23,1-0,36,,1,4,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.26,0-1,44,,1,5,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.25,1-0,36,,1,6,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.2,0-1,42,,1,7,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.4,½-½,112,,1,8,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.14,½-½,70,,1,9,9,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.16,1-0,25,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.12,0-1,50,,1,1,,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.19,½-½,48,,1,2,2,,,
2023-09-14,NakamuraHikaru,CaruanaFabiano,2750,2781,2765,chess.com SpeedChess 2023,chess.com INT,2.27,0-1,43,,0,,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.6,½-½,57,,1,1,,,,
2023-09-14,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,chess.com SpeedChess 2023,chess.com INT,2.8,½-½,63,,1,2,,,,
2023-09-18,NakamuraHikaru,ZakhartsovVladimir,2750,2505,2627,AI Cup Play-In 2023,chess.com INT,1,1-0,37,,1,3,3,,,
2023-09-18,NakamuraHikaru,MeierGeorg,2750,2631,2690,AI Cup Play-In 2023,chess.com INT,3,0-1,81,,0,,,,,
2023-09-18,NakamuraHikaru,SargsyanShant,2750,2639,2694,AI Cup Play-In 2023,chess.com INT,5,1-0,37,,1,1,,,,
2023-09-18,NakamuraHikaru,AndreikinDmitry,2750,2724,2737,AI Cup Play-In Match 2023,chess.com INT,1.2,1-0,50,,1,2,,,,
2023-09-18,ErigaisiArjun,NakamuraHikaru,2660,2750,2705,AI Cup Play-In 2023,chess.com INT,7,0-1,56,,1,3,3,,,
2023-09-18,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,AI Cup Play-In Match 2023,chess.com INT,1.1,1-0,54,,0,,,,,
2023-09-18,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,AI Cup Play-In Match 2023,chess.com INT,1.3,½-½,64,,1,1,,,,
2023-09-18,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,AI Cup Play-In 2023,chess.com INT,9,½-½,7,,1,2,,,,
2023-09-18,ChigaevMaksim,NakamuraHikaru,2631,2750,2690,AI Cup Play-In 2023,chess.com INT,2,0-1,67,,1,3,,,,
2023-09-18,EsipenkoAndrey,NakamuraHikaru,2723,2750,2736,AI Cup Play-In 2023,chess.com INT,6,½-½,39,,1,4,,,,
2023-09-18,SychevKlementy,NakamuraHikaru,2554,2750,2652,AI Cup Play-In 2023,chess.com INT,4,0-1,35,,1,5,,,,
2023-09-18,NakamuraHikaru,ZakhartsovVladimir,2750,2505,2627,AI Cup Play-In 2023,chess.com INT,1,1-0,37,,1,6,6,,,
2023-09-18,NakamuraHikaru,MeierGeorg,2750,2631,2690,AI Cup Play-In 2023,chess.com INT,3,0-1,81,,0,,,,,
2023-09-18,NakamuraHikaru,SargsyanShant,2750,2639,2694,AI Cup Play-In 2023,chess.com INT,5,1-0,37,,1,1,,,,
2023-09-18,NakamuraHikaru,AndreikinDmitry,2750,2724,2737,AI Cup Play-In Match 2023,chess.com INT,1.2,1-0,50,,1,2,,,,
2023-09-18,ErigaisiArjun,NakamuraHikaru,2660,2750,2705,AI Cup Play-In 2023,chess.com INT,7,0-1,56,,1,3,3,,,
2023-09-18,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,AI Cup Play-In Match 2023,chess.com INT,1.1,1-0,54,,0,,,,,
2023-09-18,AndreikinDmitry,NakamuraHikaru,2724,2750,2737,AI Cup Play-In Match 2023,chess.com INT,1.3,½-½,64,,1,1,,,,
2023-09-18,CaruanaFabiano,NakamuraHikaru,2781,2750,2765,AI Cup Play-In 2023,chess.com INT,9,½-½,7,,1,2,,,,
2023-09-18,ChigaevMaksim,NakamuraHikaru,2631,2750,2690,AI Cup Play-In 2023,chess.com INT,2,0-1,67,,1,3,,,,
2023-09-18,EsipenkoAndrey,NakamuraHikaru,2723,2750,2736,AI Cup Play-In 2023,chess.com INT,6,½-½,39,,1,4,,,,
2023-09-18,SychevKlementy,NakamuraHikaru,2554,2750,2652,AI Cup Play-In 2023,chess.com INT,4,0-1,35,,1,5,,,,
2023-09-19,NakamuraHikaru,BluebaumMatthias,2750,2642,2696,Titled Tue 19th Sep Late,chess.com INT,10,1-0,61,,1,6,6,,,
2023-09-19,NakamuraHikaru,KravtsivMartyn,2750,2598,2674,Titled Tue 19th Sep Early,chess.com INT,5,0-1,51,,0,,,,,
2023-09-19,HnydiukAleksander,NakamuraHikaru,2394,2750,2572,Titled Tue 19th Sep Late,chess.com INT,1,0-1,52,,1,1,,,,
2023-09-19,NakamuraHikaru,AravindhChithambaram VR.,2750,2611,2680,Titled Tue 19th Sep Late,chess.com INT,4,1-0,35,,1,2,,,,
2023-09-19,NakamuraHikaru,RozmanLevy,2750,2334,2542,Titled Tue 19th Sep Early,chess.com INT,4,1-0,22,,1,3,,,,
2023-09-19,NakamuraHikaru,KashefiA H,2750,1652,2201,Titled Tue 19th Sep Early,chess.com INT,2,½-½,124,,1,4,,,,
2023-09-19,NakamuraHikaru,WartiovaaraOliver,2750,2205,2477,Titled Tue 19th Sep Late,chess.com INT,2,1-0,33,,1,5,,,,
2023-09-19,NakamuraHikaru,TeterevVitaly,2750,2429,2589,Titled Tue 19th Sep Early,chess.com INT,7,1-0,47,,1,6,,,,
2023-09-19,Garriga CazorlaPere,NakamuraHikaru,2472,2750,2611,Titled Tue 19th Sep Late,chess.com INT,3,0-1,27,,1,7,,,,
2023-09-19,MikaelyanArman,NakamuraHikaru,2497,2750,2623,Titled Tue 19th Sep Early,chess.com INT,9,0-1,40,,1,8,,,,
2023-09-19,PhamLe Thao Nguyen,NakamuraHikaru,2369,2750,2559,Titled Tue 19th Sep Early,chess.com INT,3,0-1,40,,1,9,,,,
2023-09-19,TonchevaNadya,NakamuraHikaru,2207,2750,2478,Titled Tue 19th Sep Early,chess.com INT,1,0-1,34,,1,10,,,,
2023-09-19,SaranaAlexey,NakamuraHikaru,2685,2750,2717,Titled Tue 19th Sep Early,chess.com INT,11,½-½,102,,1,11,,,,
2023-09-19,BryakinMikhail,NakamuraHikaru,2473,2750,2611,Titled Tue 19th Sep Early,chess.com INT,8,0-1,107,,1,12,,,,
2023-09-19,NakamuraHikaru,BokBenjamin,2750,2624,2687,Titled Tue 19th Sep Late,chess.com INT,6,1-0,43,,1,13,,,,
2023-09-19,NakamuraHikaru,AndreikinDmitry,2750,2724,2737,Titled Tue 19th Sep Late,chess.com INT,7,1-0,57,,1,14,14,,,
2023-09-19,NihalSarin,NakamuraHikaru,2652,2750,2701,Titled Tue 19th Sep Late,chess.com INT,8,1-0,56,,0,,,,,
2023-09-19,MovahedSina,NakamuraHikaru,2051,2750,2400,Titled Tue 19th Sep Late,chess.com INT,11,½-½,29,,1,1,,,,
2023-09-19,BernadskiyVitaliy,NakamuraHikaru,2606,2750,2678,Titled Tue 19th Sep Late,chess.com INT,9,0-1,42,,1,2,,,,
2023-09-19,DrygalovAndrey,NakamuraHikaru,2508,2750,2629,Titled Tue 19th Sep Late,chess.com INT,5,0-1,69,,1,3,,,,
2023-09-19,NakamuraHikaru,BluebaumMatthias,2750,2642,2696,Titled Tue 19th Sep Late,chess.com INT,10,1-0,61,,1,4,4,,,
2023-09-19,NakamuraHikaru,KravtsivMartyn,2750,2598,2674,Titled Tue 19th Sep Early,chess.com INT,5,0-1,51,,0,,,,,
2023-09-19,HnydiukAleksander,NakamuraHikaru,2394,2750,2572,Titled Tue 19th Sep Late,chess.com INT,1,0-1,52,,1,1,,,,
2023-09-19,NakamuraHikaru,AravindhChithambaram VR.,2750,2611,2680,Titled Tue 19th Sep Late,chess.com INT,4,1-0,35,,1,2,,,,
2023-09-19,NakamuraHikaru,RozmanLevy,2750,2334,2542,Titled Tue 19th Sep Early,chess.com INT,4,1-0,22,,1,3,,,,
2023-09-19,NakamuraHikaru,KashefiA H,2750,1652,2201,Titled Tue 19th Sep Early,chess.com INT,2,½-½,124,,1,4,,,,
2023-09-19,NakamuraHikaru,WartiovaaraOliver,2750,2205,2477,Titled Tue 19th Sep Late,chess.com INT,2,1-0,33,,1,5,,,,
2023-09-19,NakamuraHikaru,TeterevVitaly,2750,2429,2589,Titled Tue 19th Sep Early,chess.com INT,7,1-0,47,,1,6,,,,
2023-09-19,Garriga CazorlaPere,NakamuraHikaru,2472,2750,2611,Titled Tue 19th Sep Late,chess.com INT,3,0-1,27,,1,7,,,,
2023-09-19,MikaelyanArman,NakamuraHikaru,2497,2750,2623,Titled Tue 19th Sep Early,chess.com INT,9,0-1,40,,1,8,,,,
2023-09-19,PhamLe Thao Nguyen,NakamuraHikaru,2369,2750,2559,Titled Tue 19th Sep Early,chess.com INT,3,0-1,40,,1,9,,,,
2023-09-19,TonchevaNadya,NakamuraHikaru,2207,2750,2478,Titled Tue 19th Sep Early,chess.com INT,1,0-1,34,,1,10,,,,
2023-09-19,SaranaAlexey,NakamuraHikaru,2685,2750,2717,Titled Tue 19th Sep Early,chess.com INT,11,½-½,102,,1,11,,,,
2023-09-19,BryakinMikhail,NakamuraHikaru,2473,2750,2611,Titled Tue 19th Sep Early,chess.com INT,8,0-1,107,,1,12,,,,
2023-09-19,NakamuraHikaru,BokBenjamin,2750,2624,2687,Titled Tue 19th Sep Late,chess.com INT,6,1-0,43,,1,13,,,,
2023-09-19,NakamuraHikaru,AndreikinDmitry,2750,2724,2737,Titled Tue 19th Sep Late,chess.com INT,7,1-0,57,,1,14,14,,,
2023-09-19,NihalSarin,NakamuraHikaru,2652,2750,2701,Titled Tue 19th Sep Late,chess.com INT,8,1-0,56,,0,,,,,
2023-09-19,MovahedSina,NakamuraHikaru,2051,2750,2400,Titled Tue 19th Sep Late,chess.com INT,11,½-½,29,,1,1,,,,
2023-09-19,BernadskiyVitaliy,NakamuraHikaru,2606,2750,2678,Titled Tue 19th Sep Late,chess.com INT,9,0-1,42,,1,2,,,,
2023-09-19,DrygalovAndrey,NakamuraHikaru,2508,2750,2629,Titled Tue 19th Sep Late,chess.com INT,5,0-1,69,,1,3,3,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.1,0-1,28,,0,,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.1,1-0,43,,1,1,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.18,1-0,61,,1,2,2,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.6,0-1,48,,0,,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.12,½-½,127,,1,1,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.16,0-1,26,,1,2,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.8,½-½,36,,1,3,3,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.4,1-0,41,,0,,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.38,1-0,38,,1,1,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.42,1-0,26,,1,2,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.2,0-1,51,,1,3,3,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.24,1-0,35,,0,,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.36,0-1,53,,1,1,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.34,0-1,56,,0,,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.28,1-0,40,,0,,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.3,1-0,51,,1,1,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.26,½-½,46,,1,2,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.14,1-0,21,,1,3,3,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.22,0-1,42,,0,,,,,
2023-09-20,Vachier-LagraveMaxime,NakamuraHikaru,2761,2750,2755,chess.com SpeedChess 2023,chess.com INT,3.32,1-0,20,,0,,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.46,½-½,137,,1,1,,,,
2023-09-20,NakamuraHikaru,Vachier-LagraveMaxime,2750,2761,2755,chess.com SpeedChess 2023,chess.com INT,3.5,1-0,29,,1,2,,,,
